2001-07-01T02:00:00;+48710555405;+48600901365;00:40:47;Oswiecim;Zakopane;false;Kickphones;7.80;CELL;Telecom-80;AMR-WB
2001-07-01T02:00:00;+48355200550;+421605901802;00:45:35;Elblag;;true;Telefonica;7.91;POTN;Blue phone-74;AMR-WB
2001-07-01T02:00:00;+48710200113;+1600234550;00:39:16;Nysa;;true;Kickphones;7.76;POTN;Blue phone-36;AMR-WB
2001-07-01T02:00:01;+48355100113;+48605234113;00:01:52;Suwalki;Skala;false;Kickphones;4.71;CELL;Telefonica-62;HR
2001-07-01T02:00:02;+48660901666;+48600234802;00:45:10;Krakow;Lublin;false;Blue phone;7.90;CELL;Kickphones-87;FR
2001-07-01T02:00:03;+48710665550;+48660665405;00:58:02;Bialystok;Ojcow;false;Telefonica;8.16;POTN;Telecom-25;AMR-WB
2001-07-01T02:00:03;+421605555550;+48710901405;00:42:12;;Koszalin;true;Telefonica;7.84;CELL;Telefonica-50;AMR
2001-07-01T02:00:03;+48600200802;+48660665113;00:07:21;Rabka;Nysa;false;Telefonica;6.09;CELL;Telecom-34;AMR-WB
2001-07-01T02:00:04;+48710200550;+48710665405;00:41:48;Koszalin;Zakopane;false;Telecom;7.83;POTN;Blue phone-99;FR
2001-07-01T02:00:05;+48710665550;+48355234666;00:11:08;Elblag;Oswiecim;false;Kickphones;6.50;CELL;Telecom-97;AMR-WB
2001-07-01T02:00:05;+49355665666;+48660665550;00:15:38;;Karpacz;true;Kickphones;6.84;POTN;Telecom-42;AMR-WB
2001-07-01T02:00:06;+48660234365;+48660100405;00:21:29;Katowice;Siedlce;false;Telecom;7.16;POTN;Blue phone-39;AMR
2001-07-01T02:00:07;+48710234802;+48660555550;00:08:32;Slupsk;Suwalki;false;Kickphones;6.24;POTN;Blue phone-68;FR
2001-07-01T02:00:07;+48710555550;+48600555666;00:04:58;Nowa Sol;Gliwice;false;Blue phone;5.69;POTN;Kickphones-9;AMR-WB
2001-07-01T02:00:08;+421605901666;+48600200113;00:24:10;;Czestochowa;true;Kickphones;7.28;POTN;Telecom-30;HR
2001-07-01T02:00:08;+1710901550;+1355665365;00:22:51;;;true;Telefonica;7.22;POTN;Telecom-2;AMR
2001-07-01T02:00:08;+48605200113;+48710665802;00:17:33;Siedlce;Wroclaw;false;Blue phone;6.96;POTN;Kickphones-90;AMR-WB
2001-07-01T02:00:09;+48605200113;+48605555550;00:52:47;Zakopane;Elblag;false;Kickphones;8.06;POTN;Telecom-10;AMR-WB
2001-07-01T02:00:09;+1660901550;+48605555802;00:03:38;;Skala;true;Kickphones;5.38;CELL;Kickphones-21;FR
2001-07-01T02:00:09;+48600200113;+48605200802;00:56:56;Przemysl;Rzeszow;false;Kickphones;8.14;CELL;Telefonica-2;AMR-WB
2001-07-01T02:00:10;+48710234405;+48660665802;00:42:32;Cisowka;Warszawa;false;Blue phone;7.84;CELL;Blue phone-72;HR
2001-07-01T02:00:11;+421660901405;+48660100550;00:33:08;;Rzeszow;true;Telecom;7.59;POTN;Blue phone-13;FR
2001-07-01T02:00:12;+49355665365;+48660234802;00:38:06;;Miechow;true;Blue phone;7.73;POTN;Telecom-34;HR
2001-07-01T02:00:13;+48605100405;+1355665550;00:11:51;Suwalki;;true;Telecom;6.57;CELL;Telecom-18;AMR
2001-07-01T02:00:13;+48710555113;+49600200113;00:57:01;Jelenia Gora;;true;Blue phone;8.14;CELL;Telefonica-79;AMR
2001-07-01T02:00:13;+421600901405;+1710100550;00:57:52;;;true;Telefonica;8.15;POTN;Kickphones-41;FR
2001-07-01T02:00:14;+48600100666;+48660234365;00:25:19;Jelenia Gora;Lodz;false;Telefonica;7.33;POTN;Telecom-27;HR
2001-07-01T02:00:15;+48600200666;+48600100666;00:38:46;Krakow;Karpacz;false;Blue phone;7.75;POTN;Telecom-69;HR
2001-07-01T02:00:15;+48660665113;+48710234405;00:00:26;Czestochowa;Ojcow;false;Telefonica;3.22;CELL;Telefonica-80;FR
2001-07-01T02:00:16;+48600901666;+48710200405;00:04:44;Koszalin;Tluszcz;false;Telefonica;5.65;POTN;Telefonica-48;FR
2001-07-01T02:00:16;+48710555113;+48605100113;00:38:00;Nowy Targ;Nowy Targ;false;Kickphones;7.73;CELL;Kickphones-13;FR
2001-07-01T02:00:16;+48710100802;+421600901365;00:15:12;Gliwice;;true;Telecom;6.81;POTN;Telecom-38;HR
2001-07-01T02:00:16;+1355200365;+48355555365;00:00:07;;Miechow;true;Kickphones;1.79;POTN;Blue phone-96;FR
2001-07-01T02:00:17;+48605234405;+48355901666;00:54:11;Myslowice;Gdansk;false;Kickphones;8.09;CELL;Telefonica-31;AMR
2001-07-01T02:00:18;+48600234405;+48605665113;00:40:06;Skala;Zabrze;false;Kickphones;7.79;CELL;Kickphones-93;AMR
2001-07-01T02:00:19;+48605555113;+48355100113;00:53:40;Nysa;Bialowieza;false;Telecom;8.08;CELL;Kickphones-44;AMR-WB
2001-07-01T02:00:20;+48355100550;+48600234666;00:02:22;Lublin;Siedlce;false;Telefonica;4.95;CELL;Telecom-66;HR
2001-07-01T02:00:21;+48605234365;+48600555550;00:39:19;Nowy Targ;Lublin;false;Blue phone;7.77;POTN;Telecom-73;AMR
2001-07-01T02:00:21;+421710234550;+48355901365;00:45:33;;Slupsk;true;Blue phone;7.91;POTN;Blue phone-5;FR
2001-07-01T02:00:21;+48600665550;+48600200113;00:22:10;Siedlce;Olsztyn;false;Kickphones;7.19;CELL;Blue phone-14;AMR-WB
2001-07-01T02:00:22;+48605665405;+421605100405;00:34:49;Lodz;;true;Telefonica;7.64;POTN;Telefonica-74;AMR-WB
2001-07-01T02:00:22;+48605555405;+48660100550;00:09:41;Rzeszow;Skala;false;Telefonica;6.36;POTN;Kickphones-76;HR
2001-07-01T02:00:22;+48600234365;+48660901802;00:46:44;Rzeszow;Elblag;false;Telefonica;7.94;CELL;Telecom-47;HR
2001-07-01T02:00:23;+48355234405;+48660100405;00:17:31;Poznan;Ojcow;false;Telefonica;6.96;CELL;Blue phone-58;HR
2001-07-01T02:00:23;+48605901405;+49605234666;00:19:47;Bialystok;;true;Kickphones;7.08;POTN;Telecom-26;AMR-WB
2001-07-01T02:00:23;+48355901666;+48660234550;00:01:59;Elblag;Nysa;false;Blue phone;4.77;POTN;Kickphones-84;HR
2001-07-01T02:00:24;+48600901113;+48605901365;00:20:06;Bialowieza;Jelenia Gora;false;Telecom;7.09;CELL;Telecom-39;AMR
2001-07-01T02:00:25;+421605234405;+1605555365;00:17:03;;;true;Telecom;6.93;CELL;Kickphones-75;AMR
2001-07-01T02:00:25;+48660234405;+48710234113;00:21:31;Przemysl;Skala;false;Telecom;7.16;POTN;Blue phone-54;FR
2001-07-01T02:00:26;+49600234550;+421710901365;00:57:36;;;true;Telefonica;8.15;CELL;Telecom-63;HR
2001-07-01T02:00:26;+48355555802;+48710200365;00:58:19;Siedlce;Wielun;false;Telecom;8.16;POTN;Blue phone-56;FR
2001-07-01T02:00:27;+1605665113;+48710200365;00:43:00;;Tluszcz;true;Telefonica;7.86;CELL;Blue phone-89;FR
2001-07-01T02:00:27;+48660901365;+421600100365;00:12:25;Tluszcz;;true;Blue phone;6.61;CELL;Kickphones-42;FR
2001-07-01T02:00:27;+48710234550;+48605555802;00:13:51;Tluszcz;Elblag;false;Telefonica;6.72;POTN;Telefonica-25;HR
